Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,"Company Market Capitalization
(USD)",ISIN,"ESG Score
(FY-1)","ESG Score
(FY-2)","ESG Score
(FY-3)","ESG Score
(FY-4)","ESG Score
(FY-5)","ESG Score
(FY-6)","ESG Score
(FY-7)","ESG Score
(FY-8)","ESG Score
(FY-9)","ESG Score
(FY-10)","ESG Score
(FY-11)","ESG Score
(FY-12)","ESG Score
(FY-13)","ESG Score
(FY-14)","ESG Score
(FY-15)","ESG Score
(FY-16)","ESG Score
(FY-17)","ESG Score
(FY-18)","ESG Score
(FY-19)","ESG Score
(FY-20)","ESG Score
(FY-21)","ESG Score
(FY-22)","ESG Score
(FY-23)","ESG Score
(FY-24)","ESG Score
(FY-25)","Controversies Score
(FY0)","Environmental Pillar ESG Score
(FY0)","Social Pillar ESG Score
(FY0)","Governance Pillar ESG Score
(FY0)","ESG Score
(FY0)"
KSS.N,Kohls Corp,United States of America,Broadline Retail,1849553885.83,US5002551043,80.0924903958114,77.0604813467696,76.0897717696789,72.6164610127109,65.4853362656218,74.5905109415859,77.5139550696103,74.9586068413368,77.2574203066976,74.7193318463512,70.0619859469831,73.5781562873725,75.3097165216309,69.0035806829762,71.7027744390425,59.8916255270238,57.5933747684981,45.3483510827823,40.8154905632483,42.9232763880414,36.7220434652196,38.0119436434945,,,,0,1.777778,1.625,3.25,77.81398813939
TFIN.N,Triumph Financial Inc,United States of America,Banks,1846412982.68,US89679E3009,63.1562820380949,68.1840084629403,68.0869301675163,66.2146064270234,48.0332687524245,44.9190534290707,42.267193828558,40.5808294629835,,,,,,,,,,,,,,,,,,0,0.75,0.5,2.285714,58.3780880935597
MBC.N,Masterbrand Inc,United States of America,Building Products,1845143721,US57638P1049,44.7627088271412,38.639951764874,,,,,,,,,,,,,,,,,,,,,,,,0,1.615385,3.142857,3.125,48.6503666535459
GEL.N,Genesis Energy LP,United States of America,"Oil, Gas & Consumable Fuels",1828392267.74,US3719271047,30.818939065812,27.0097601664256,18.1061888595651,14.2572271338645,,,,,,,,,,,,,,,,,,,,,,0,1.176471,2,1,28.8678486938749
IIPR.N,Innovative Industrial Properties Inc,United States of America,Industrial REITs,1827577666.86,US45781V1017,30.1870620309801,35.8812936023262,25.9262948676454,30.3109729855225,25.8484031498145,10.2500491192159,10.9613166730735,,,,,,,,,,,,,,,,,,,0,0.666667,0.666667,2.8,37.6530635993775
EVCM.OQ,EverCommerce Inc,United States of America,Software,1822592220.3,US29977X1054,22.9130552408455,24.9851725613781,22.2923217504588,22.3071801298379,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.461538,17.6391281970096
TH.OQ,Target Hospitality Corp,United States of America,"Hotels, Restaurants & Leisure",1822414027.8,US87615L1070,21.4765740833375,22.4864122200723,28.6358426112111,27.9433657328595,22.2012647343566,16.7926655714805,15.0526666181939,,,,,,,,,,,,,,,,,,,0,0.285714,0.625,2.6,18.8249186555701
SAM.N,Boston Beer Company Inc,United States of America,Beverages,1820894468.12,US1005571070,40.4897960649683,33.1089730405845,31.0034317751698,26.9552094076828,24.2985136367307,22.8717416970401,27.1898863321162,24.4724428091347,32.7379228169946,,,,,,,,,,,,,,,,,0,3,2.571429,3,44.7198123356795
FCEL.OQ,Fuelcell Energy Inc,United States of America,Electrical Equipment,1809606189.28,US35952H7008,45.1889717005927,37.2933533918623,30.9755047952601,22.3949431592558,25.1971539496751,,,,,,,,,,,,,,,,,,,,,0,1.846154,2,3.625,39.1928458680074
AMSC.OQ,American Superconductor Corp,United States of America,Electrical Equipment,1801343951.19,US0301112076,28.5250340779457,32.6937543096615,34.9872604772726,32.4153996231305,3.12198240706401,22.3941324667627,28.9312811437465,30.0351228581588,,,,,,,,,,,,,,,,,,0,0.461538,0,3,28.7364877135584
SMA.N,SmartStop Self Storage REIT Inc,United States of America,Specialized REITs,1800479393.4,US83192D4025,24.31955490209,,,,,,,,,,,,,,,,,,,,,,,,,0,0.666667,0,2.8,23.7749887975722
DV.N,Doubleverify Holdings Inc,United States of America,Media,1800134936.97,US25862V1052,42.6987115939986,27.9936450463119,23.8106437540121,18.9686527915634,,,,,,,,,,,,,,,,,,,,,,0,1.5,0,1.923077,37.4987956021245
KARO.OQ,Karooooo Ltd,United States of America,Software,1794900730,SGXZ19450089,23.6678950733161,28.3757683734701,24.2495045050582,,,,,,,,,,,,,,,,,,,,,,,0,1.5,0.75,1.461538,23.0403722348667
BLX.N,Bladex Inc,United States of America,Financial Services,1794285023.71,PAP169941328,56.0381169310297,51.1257562231374,47.5866668984431,55.6278063105504,57.237327753087,54.259051509489,61.2216227246333,44.1605359540643,,,,,,,,,,,,,,,,,,0,1.5,2.5,2.071429,65.9454149678741
PAX.OQ,Patria Investments Ltd,United States of America,Capital Markets,1793085640.17,KYG694511059,25.6195939638031,25.424170415576,,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.285714,22.3411278392169
PRLB.N,Proto Labs Inc,United States of America,Machinery,1788836303.1,US7437131094,31.9295595053616,34.8965891731203,38.3098192032305,31.0597679428393,38.1200202474244,33.4452941185643,22.2374146673815,23.8299017655249,26.0507096607437,24.9272936809801,,,,,,,,,,,,,,,,0,0.307692,1,4,26.6004356402128
NEXA.N,Nexa Resources SA,United States of America,Metals & Mining,1782623704.06,LU1701428291,74.6710817811005,77.4806303675498,67.2847012367233,70.7497111378369,73.2707635768043,,,,,,,,,,,,,,,,,,,,,0,3.142857,2.571429,3.076923,74.4372243458965
EVTC.N,Evertec Inc,United States of America,Financial Services,1778979331.28,PR30040P1032,37.8064516818845,33.8401646011108,24.3056532692235,24.5409327790182,26.2167990151512,26.3973226395364,27.2162310287704,26.7189456850345,,,,,,,,,,,,,,,,,,0,0.75,2.25,3.357143,34.6461054756732
AESI.N,Atlas Energy Solutions Inc,United States of America,Energy Equipment & Services,1774908348.64,US6420451089,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.266667,0,1.9,6.63816410079056
PLPC.OQ,Preformed Line Products Co,United States of America,Electrical Equipment,1771220028.32,US7404441047,25.0102091692137,27.4160821269901,27.3722371016998,22.5439637272151,25.4742507218364,24.1518407372238,22.0093936467968,22.4246659330499,,,,,,,,,,,,,,,,,,0,0.923077,0.857143,1.375,23.1543515353801
PRG.N,PROG Holdings Inc,United States of America,Consumer Finance,1770497273.16,US74319R1014,61.8946718390012,66.7709032870785,63.1933627743563,47.5622792023948,50.5109907590472,54.5961932161855,41.6054660960243,19.2647907446264,15.0016777133388,11.0157347733933,10.9633010887051,20.803986790393,13.8528620134021,19.4624317145485,27.0630230207117,,,,,,,,,,,0,0.444444,1.625,3.75,55.6425615294286
WKC.N,World Kinect Corp,United States of America,"Oil, Gas & Consumable Fuels",1766627514.4,US9814751064,39.4253800459191,46.1170974544801,49.2844935756012,32.8115804300849,33.3834982407371,25.477286493237,30.1343936519295,35.7712718766461,34.8410554746647,,,,,,,,,,,,,,,,,0,1,1,2.384615,38.1464753643791
CYD.N,China Yuchai International Ltd,United States of America,Machinery,1765987416.54,BMG210821051,4.10546299632846,5.16778165918331,6.16781771617428,7.06029753477982,,,,,,,,,,,,,,,,,,,,,,0,0.230769,0,1.125,4.01486409709458
CMRE.N,Costamare Inc,United States of America,Marine Transportation,1765194808.58,MHY1771G1026,23.6180525093676,30.6860614257397,26.0022146977871,29.5846383827166,24.3540491912637,11.5707581889914,14.0586380462494,13.8479829405878,,,,,,,,,,,,,,,,,,0,1.25,1.375,0.5,24.4968519977589
ATRC.OQ,AtriCure Inc,United States of America,Health Care Equipment & Supplies,1762812165.7,US04963C2098,59.6091270878671,66.8473365723253,63.5782925638897,37.7421512977395,27.3491669395455,32.767962855658,33.2060311121688,23.5549124701706,,,,,,,,,,,,,,,,,,0,0.444444,0.428571,2.153846,59.1448625968995
STBA.OQ,S&T Bancorp Inc,United States of America,Banks,1755672036.8,US7838591011,39.6836711416852,43.5985886616189,41.1069271474612,36.7643826249371,35.4627914011462,37.8433905603338,35.8065544858553,38.2487174137463,33.1687113002885,,,,,,,,,,,,,,,,,0,0.75,0,2.571429,36.911010950472
GABC.OQ,German American Bancorp Inc,United States of America,Banks,1751624055.08,US3738651047,39.8778351695957,31.8520967151269,31.0625581354188,15.5304832043148,19.8141058258693,23.8338030107383,28.4658330542645,22.4982112906638,20.1863690212981,,,,,,,,,,,,,,,,,0,0.75,0.5,1.857143,35.5076216206195
DCOM.N,Dime Commercial Bancshares Inc,United States of America,Banks,1750864457.79,US25432X1028,21.9667675798163,26.0766930876638,32.8260071563025,31.6495092757395,34.5311037827372,38.8911881338756,31.1655780656112,38.0699200855018,,,,,,,,,,,,,,,,,,0,0,0,2.071429,20.0927611658282
INVX.N,Innovex International Inc,United States of America,Energy Equipment & Services,1749698948.34,US4576511079,49.3107439334441,59.5487799529959,60.4888258029843,30.0620765843329,29.6613488623098,26.845869840318,24.4671619746449,23.0628130843971,22.2792700010743,,,,,,,,,,,,,,,,,0,1.5,1,2.692308,43.309430060737
OPRA.OQ,Opera Ltd,United States of America,Software,1748969445.51,US68373M1071,39.3146953317734,40.4838334468311,36.3071655585478,36.8071547201575,,,,,,,,,,,,,,,,,,,,,,0,0.75,1.25,2,38.5858100552454
ARCO.N,Arcos Dorados Holdings Inc,United States of America,"Hotels, Restaurants & Leisure",1744290111.96,VGG0457F1071,54.486553867825,55.9004206076349,55.1263886888112,54.1020184663936,46.0578941713533,40.8046119997963,40.7973165730221,59.1078335637159,,,,,,,,,,,,,,,,,,0,1.777778,1.875,1.25,56.1791130060546
CTS.N,CTS Corp,United States of America,"Electronic Equipment, Instruments & Components",1743023793.6,US1265011056,41.4575726010307,49.5334669828046,45.6157689910475,38.4167141376451,41.4167230416855,34.5349909612508,37.3113334889553,37.6062667848123,,,,,,,,,,,,,,,,,,0,0.384615,1.571429,3.375,45.2158134568278
BL.OQ,BlackLine Inc,United States of America,Software,1742815844.07,US09239B1098,46.0870648556993,45.1786545748899,37.6635312374538,36.4836288444804,24.5959240250286,21.9316866823864,32.3361160167551,19.7558737992141,,,,,,,,,,,,,,,,,,0,0.75,1.5,1.692308,39.3023914575317
MAN.N,ManpowerGroup Inc,United States of America,Professional Services,1742630104.74,US56418H1005,73.0295057581161,74.8139852982988,75.5108517665691,75.1354797476137,77.5224680361184,78.8023664337032,73.9171337871749,76.4000856749558,77.3870741393584,78.8673634962831,75.4802922959091,73.0668862208023,69.1616160829951,75.8364453281587,62.7971888398838,59.1477871409942,51.5747495124537,53.1823201862004,48.5592048786869,29.6669404412622,30.9771437312286,33.0648692521802,,,,0,4,3.75,3.153846,70.5480452040028
EPAC.N,Enerpac Tool Group Corp,United States of America,Machinery,1741128248.82,US2927651040,48.2742701145417,52.8738455333941,58.1401009205234,50.8486048257212,30.23816675437,32.6350330077259,29.0281426985654,19.0345197599819,,,,,,,,,,,,,,,,,,0,1.153846,2,3.75,54.4524371570654
VIR.OQ,Vir Biotechnology Inc,United States of America,Biotechnology,1740488371.68,US92764N1028,41.5129019097969,42.1168127944582,36.6158336240417,37.8483372663056,26.9307363815658,20.4064721550743,,,,,,,,,,,,,,,,,,,,0,0.333333,0.571429,2.153846,40.6461069657966
LIND.OQ,Lindblad Expeditions Holdings Inc,United States of America,"Hotels, Restaurants & Leisure",1738400000,US5352191093,15.3286525776655,17.9825930027869,14.9157731287442,19.6393361764148,22.7065443638549,25.6068966271408,28.6894189143684,27.5912121364214,,,,,,,,,,,,,,,,,,0,0.5,0,1.6,23.7013894419393
RBCAA.OQ,Republic Bancorp Inc,United States of America,Banks,1736169105,US7602812049,21.6780729994317,16.2737845360136,14.8731796167926,20.4912372095612,23.4665645144854,25.7832060187659,24.6255688581252,25.1741104019893,28.1178744256712,,,,,,,,,,,,,,,,,0,0,0,1.857143,15.7718012525864
LINC.OQ,Lincoln Educational Services Corp,United States of America,Diversified Consumer Services,1728145261.44,US5335351004,43.0645933193416,50.5728714756115,43.7977992892417,41.0572177655913,19.7922432142551,36.2717449419823,,,,,,,,,,,,,,,,,,,,0,0.777778,0.75,3.25,46.6815320449544
FIGS.N,Figs Inc,United States of America,"Textiles, Apparel & Luxury Goods",1725598123.49,US30260D1037,28.162039885963,22.1620147547002,24.0986672424362,,,,,,,,,,,,,,,,,,,,,,,0,0.777778,2.142857,1.692308,31.9083624304126
IMKTA.OQ,Ingles Markets Inc,United States of America,Consumer Staples Distribution & Retail,1724499397.04,US4570301048,12.8256142881177,17.9761008959047,2.12968537850028,2.52799994903567,11.4773365430218,9.30096870663383,10.9255734512393,10.2552428065928,,,,,,,,,,,,,,,,,,0,0.2,0,2,10.9237029517125
RLJ.N,RLJ Lodging Trust,United States of America,Hotel & Resort REITs,1724402390.1,US74965L1017,66.0319805995743,39.1434404909014,39.9362348368791,40.7922848489991,40.9697875151376,45.3809115262963,36.5008121467887,35.5960565193869,,,,,,,,,,,,,,,,,,0,1.583333,1.666667,2.8,61.6866334904025
WD.N,Walker & Dunlop Inc,United States of America,Financial Services,1715875425.18,US93148P1021,52.878490785961,56.4187376141804,50.9808206922514,48.2839300220413,34.3129418075572,35.3278985308042,36.2330320599887,31.5264468588213,,,,,,,,,,,,,,,,,,0,3,0.5,2.357143,53.5822995688324
AMPX.N,Amprius Technologies Inc,United States of America,Electrical Equipment,1714923155.88,US03214Q1085,8.63641084680894,13.9940277907374,8.29186319636671,,,,,,,,,,,,,,,,,,,,,,,0,0.230769,0,2.25,6.00739852947181
DAO.N,Youdao Inc,United States of America,Diversified Consumer Services,1713643721.27,US98741T1043,20.8289689704809,22.1758186045237,22.2120328593548,23.2663335835647,24.1472943497458,,,,,,,,,,,,,,,,,,,,,0,0,0,1.307692,20.1613972996311
FLO.N,Flowers Foods Inc,United States of America,Food Products,1712905298.4,US3434981011,54.6064641606175,60.0630756299915,55.702484922626,58.1123077958833,56.1470378154775,61.3765369845492,61.1197190653174,45.8861164988591,44.8987757541541,36.4135085689257,33.8720490234259,38.1782299979659,44.0055327375322,25.3337416982384,32.545732175638,,,,,,,,,,,0,1.8,1.428571,3.25,58.1690847560934
SEPN.OQ,Septerna Inc,United States of America,Pharmaceuticals,1711517988.01,US81734D1046,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.461538,16.4414620945277
KMPR.N,Kemper Corp,United States of America,Insurance,1710885181.92,US4884011002,32.4464349070314,41.9990182540309,47.7838526216431,50.5231418243048,40.5178030489919,42.4563234325166,38.5889020137964,34.7601931966001,33.5371745688902,35.763616020373,30.9571074138589,32.1142872172159,39.2901456405195,36.2905246051659,30.0066167622675,,,,,,,,,,,0,1.5,1,2.571429,34.5590646741726
ULCC.OQ,Frontier Group Holdings Inc,United States of America,Passenger Airlines,1709632652.4,US35909R1086,31.5990624979231,36.1129796116951,27.2838849703318,12.9293978616218,,,,,,,,,,,,,,,,,,,,,,0,0.916667,1.375,2.5,35.4102513260147
SHLS.OQ,Shoals Technologies Group Inc,United States of America,Electrical Equipment,1709594815.23,US82489W1071,53.3016262370164,41.6594777648768,22.8828293492744,,,,,,,,,,,,,,,,,,,,,,,0,1.230769,1.428571,3.25,55.0213095424411
HOPE.OQ,Hope Bancorp Inc,United States of America,Banks,1709205865.71,US43940T1097,33.0596389877435,33.4418837286745,27.4510588420777,27.8930396471363,23.7950397520261,29.9758929033404,44.0716923902063,34.9351401146285,,,,,,,,,,,,,,,,,,0,0.75,0,1.785714,34.3993326533187
TPB.N,Turning Point Brands Inc,United States of America,Tobacco,1705311368.7,US90041L1052,31.9688593535584,33.8491138771016,34.1712072110443,41.0493736898105,22.7550909103284,20.110713365977,18.2636067030135,,,,,,,,,,,,,,,,,,,0,0.947368,0.333333,2.9,23.3925093052791
BW.N,Babcock & Wilcox Enterprises Inc,United States of America,Electrical Equipment,1703470932.18,US05614L2097,48.965804811829,45.7418159744568,34.9277711528375,30.5058640463829,25.8685682913666,27.5800732267429,28.666723567883,25.4473805747906,29.1495398200074,,,,,,,,,,,,,,,,,0,1.230769,2.285714,2.375,47.882878665121
TRLV.N,Trulieve Cannabis Corp,United States of America,Pharmaceuticals,1699995161.8,CA89788C1041,30.3086465671437,29.8253788947254,,34.8219148948754,25.2933582480262,,,,,,,,,,,,,,,,,,,,,0,0.111111,0,2.153846,24.7519555214292
TCBK.OQ,Trico Bancshares,United States of America,Banks,1699238917.5,US8960951064,46.5213416520523,46.8711916615912,43.8116934458317,47.8889966182555,52.5306282401068,30.1303745295398,35.3157277196609,34.0571498382862,30.6618438362521,,,,,,,,,,,,,,,,,0,0.75,0,2.571429,42.1722600406273
ASAN.N,Asana Inc,United States of America,Software,1698857424.99,US04342Y1047,58.5938758329111,47.5767396937201,32.0212948888026,36.2698909245416,,,,,,,,,,,,,,,,,,,,,,0,2,0.25,1.692308,52.2857839689614
EFC.N,Ellington Financial Inc,United States of America,Mortgage Real Estate Investment Trusts (REITs),1696575732.72,US28852N1090,32.3777979684488,34.2877283228839,27.1991225462501,20.6396076942184,22.3043513990768,21.4571930108939,19.7986857228257,,,,,,,,,,,,,,,,,,,0,0.333333,0,2.8,31.5617121978249
AMC.N,AMC Entertainment Holdings Inc,United States of America,Entertainment,1695948812.2,US00165C3025,24.9530536638379,23.2580547914341,16.9478614599502,21.8110841167516,12.923954432079,14.5579335933413,14.2245307657689,12.7250996970305,12.0598567858515,,,,,,,,,,,,,,,,,0,0.333333,0,2.125,29.8542915966721
SONO.OQ,Sonos Inc,United States of America,Household Durables,1694009701.62,US83570H1086,29.1885702784656,32.7058571104742,34.7940717067395,37.1771553271047,37.0730665070739,24.2644269626649,33.1563884975127,,,,,,,,,,,,,,,,,,,0,1.833333,0.625,2.75,27.071880272932
NSP.N,Insperity Inc,United States of America,Professional Services,1693566605.34,US45778Q1076,47.3379660864947,48.2874572227435,47.5428164636575,34.8246974777023,28.4892486061228,28.61797336122,31.6240736213727,37.822813170408,39.8457423380815,,,,,,,,,,,,,,,,,0,0.75,1.75,2,43.6587763332143
BY.N,Byline Bancorp Inc,United States of America,Banks,1686953971.85,US1244111092,37.0867347784721,41.867636479806,36.3600400274015,36.3576107640741,34.3921384457951,36.7487561203487,25.7358766708627,,,,,,,,,,,,,,,,,,,0,0,0.5,2.357143,40.5490070410536
PLAB.OQ,Photronics Inc,United States of America,Semiconductors & Semiconductor Equipment,1686361762.8,US7194051022,11.8856315788059,15.4322361385499,16.5896811762532,17.6470737092498,17.5775398880357,21.3782405883897,25.6800671076592,19.7785334980406,13.451347449243,,,,,,,,,,,,,,,,,0,0,0.428571,2.75,11.2984316227583
HURN.OQ,Huron Consulting Group Inc,United States of America,Professional Services,1685868097.71,US4474621020,52.8478169206769,46.7020309607399,39.9476383150439,37.7508818267772,30.7838353162794,23.3889293736063,34.0427720577025,35.3621493905108,,,,,,,,,,,,,,,,,,0,3.25,2.75,2.153846,54.1914476832332
XPRO.N,Expro Group Holdings NV,United States of America,Energy Equipment & Services,1681652046.89,NL0010556684,70.9615614400664,72.2891848281454,71.5396504825608,41.5883101456378,30.2675674483677,33.1519211398731,28.9107830338696,14.7052167030313,16.4466978249136,,,,,,,,,,,,,,,,,0,2.142857,2.428571,2.384615,69.4877818147653
FTRE.OQ,Fortrea Holdings Inc,United States of America,Life Sciences Tools & Services,1670636000,US34965K1079,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.333333,1,1.923077,48.9332586841888
HCSG.OQ,Healthcare Services Group Inc,United States of America,Commercial Services & Supplies,1668765103.72,US4219061086,39.6591172667426,44.6538038129826,41.9124904738258,37.1677137985898,32.5278838195273,24.6491253200764,25.0921964097813,28.4416055073822,19.0860848407462,,,,,,,,,,,,,,,,,0,0,1.375,2.384615,39.6389118279929
TDOC.N,Teladoc Health Inc,United States of America,Health Care Technology,1662525531.27,US87918A1051,42.2535516459942,44.7789968578145,37.4921143110917,34.4817054174548,32.2457989248575,21.8801800284286,30.9975078107208,25.3867142589286,,,,,,,,,,,,,,,,,,0,0.333333,0,3.384615,37.6138799062316
CNGO.PK,Cengage Learning Holdings II Inc,United States of America,Diversified Consumer Services,1661864634,US15136X1028,9.31405069489127,6.79858077246136,6.73764668046813,4.53104228119211,4.35558641173396,,,,,,,,,,,,,,,,,,,,,0,0,0,0.285714,9.75114021754519
OCFC.OQ,OceanFirst Financial Corp,United States of America,Banks,1661529319.28,US6752341080,30.9671191494842,41.5052701507465,28.6099803064538,25.7814882379027,35.8246138687379,25.4419689944432,30.3887626452088,,,,,,,,,,,,,,,,,,,0,0.75,0.5,2.428571,38.1139274850244
TIC.N,TIC Solutions Inc,United States of America,Professional Services,1660029956.04,US00510N1028,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.75,0.75,1.461538,25.7206689256584
PRCH.OQ,Porch Group Inc,United States of America,Software,1657459540.5,US7332451043,46.2287122716346,29.2763938493163,23.6528341648179,19.1446127383144,,,,,,,,,,,,,,,,,,,,,,0,0,0.75,2.357143,43.7508230935347
RVLV.N,Revolve Group Inc,United States of America,Specialty Retail,1655079709.59,US76156B1070,34.9382793520617,28.9087586840527,29.1437123617297,31.6702264429872,36.0472343592552,,,,,,,,,,,,,,,,,,,,,0,0.666667,0.5,2.75,33.7845588275619
LPG.N,Dorian LPG Ltd,United States of America,"Oil, Gas & Consumable Fuels",1653550620.65,MHY2106R1100,35.1882140383785,37.3093023659929,27.9797338445397,20.0789446840041,16.6705214719145,22.7815176198565,,,,,,,,,,,,,,,,,,,,0,0.785714,0.428571,1.692308,36.7646165262461
GENI.N,Genius Sports Ltd,United States of America,"Hotels, Restaurants & Leisure",1650710545.92,GG00BMF1JR16,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,0,1.454545,34.0107612659475
BFC.OQ,Bank First Corp,United States of America,Banks,1647627195.74,US06211J1007,32.9963407787657,32.2387122126806,37.9423238137563,45.8099909029931,38.312827335557,48.5344369162374,16.7774249682964,12.0659713388465,,,,,,,,,,,,,,,,,,0,0.75,0,1.428571,29.7193686096679
INVA.OQ,Innoviva Inc,United States of America,Pharmaceuticals,1642244665.25,US45781M1018,29.3424467046651,35.5773095855376,32.4048222250881,23.3842589101968,29.1436108791981,25.3479308839495,25.9060267746068,26.147359333928,19.5151860368495,,,,,,,,,,,,,,,,,0,0.333333,0,2.230769,19.9523293287781
SKYT.OQ,Skywater Technology Inc,United States of America,Semiconductors & Semiconductor Equipment,1637529154.56,US83089J1088,24.4913618596636,22.9553239714263,21.7958677848389,8.28687189676552,,,,,,,,,,,,,,,,,,,,,,0,0.538462,1.428571,2.875,23.8887048983447
AIP.OQ,Arteris Inc,United States of America,Software,1637258481.72,US04302A1043,25.1415069443785,21.3595988475122,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.230769,26.3434516923541
GLP.N,Global Partners LP,United States of America,"Oil, Gas & Consumable Fuels",1632806890.89,US37946R1095,24.3676774361177,24.2868407098158,20.9837722131611,18.4830409596263,,,,,,,,,,,,,,,,,,,,,,0,0.857143,0.714286,1,24.0513322083341
EOSE.OQ,Eos Energy Enterprises Inc,United States of America,Electrical Equipment,1627987639.55,US29415C1018,23.7579981551185,29.4066592309796,34.0139013689489,31.0940200736714,16.6655258355918,,,,,,,,,,,,,,,,,,,,,0,0.230769,0.571429,1.375,19.4324990039501
COUR.N,Coursera Inc,United States of America,Diversified Consumer Services,1623463861.32,US22266M1045,44.2902164454378,32.0326336048493,6.73418206758759,,,,,,,,,,,,,,,,,,,,,,,0,0.444444,0.875,1.545455,38.6802828552634
CBL.N,CBL & Associates Properties Inc,United States of America,Retail REITs,1615006920.02,US1248308785,43.8798538578121,42.2452966000766,41.0276504795236,35.5489883060245,37.9331562076421,41.807456756749,34.4150364951549,32.6098165622178,35.0644884581108,23.8384707238999,17.0604842555114,19.4910452118143,20.6676382923569,24.7788897591788,30.8097180290658,22.4491523883276,,,,,,,,,,0,1.25,1.666667,3.4,48.0364875205449
PRGS.OQ,Progress Software Corp,United States of America,Software,1610578232.34,US7433121008,66.3788082569237,67.7585450652479,68.2461156134694,66.8575540634228,62.763554013901,40.4364186075248,38.2123130728241,28.5948777004921,33.9395503794278,,,,,,,,,,,,,,,,,0,1,2,2.846154,63.3689204033268
CNOB.OQ,ConnectOne Bancorp Inc,United States of America,Banks,1607723153.18,US20786W1071,34.6293998051646,31.6101026723317,34.6230034221536,33.3610545977865,32.9000518326091,27.9137937836599,30.1686574871234,33.1804023394805,33.0279345012051,,,,,,,,,,,,,,,,,0,0,0,2.071429,29.7794433010869
INNV.OQ,InnovAge Holding Corp,United States of America,Health Care Providers & Services,1604404165.26,US45784A1043,17.7481222104265,25.0434982242843,29.4941879291752,21.9808164925231,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.461538,15.8400198874994
WS.N,Worthington Steel Inc,United States of America,Metals & Mining,1598947144.94,US9821041012,37.6934693874186,,,,,,,,,,,,,,,,,,,,,,,,,0,2.357143,1.857143,1.769231,36.9358884604338
NOMD.N,Nomad Foods Ltd,United States of America,Food Products,1592221414.91,VGG6564A1057,56.8628317748081,51.8666917734778,52.4149830305008,56.7166499058586,50.8366929088384,,,,,,,,,,,,,,,,,,,,,0,3,1.857143,2.625,56.5504141149453
BBAI.N,BigBear.ai Holdings Inc,United States of America,IT Services,1590112174,US08975B1098,18.0571533839222,18.5886537056474,,,,,,,,,,,,,,,,,,,,,,,,0,2.25,0,1.692308,27.1542475686872
HROW.OQ,Harrow Inc,United States of America,Pharmaceuticals,1589783313.55,US4158581094,26.1112484288896,21.7530177499085,28.6358490673461,26.6703347757522,29.6628969388339,21.8033171030291,15.0978017525713,13.5219920444466,,,,,,,,,,,,,,,,,,0,0,0,2.461538,18.6543777347661
OBK.N,Origin Bancorp Inc,United States of America,Banks,1585689011.83,US68621T1025,24.836806861331,23.9823943874733,34.9533682319342,34.5419118133644,28.5116844735378,26.1827641519114,19.1095771304745,,,,,,,,,,,,,,,,,,,0,1.5,0.5,2.142857,25.1804533090096
SFL.N,Sfl Corporation Ltd,United States of America,"Oil, Gas & Consumable Fuels",1585166226.41,BMG7738W1064,25.5734509890926,24.9945909059779,19.8624292185034,19.8638959758084,19.1281504765456,22.5083928579495,11.4712950659226,10.2945279179733,9.37019555318399,,,,,,,,,,,,,,,,,0,1.571429,2.571429,2.538462,33.5358350435821
TSLX.N,Sixth Street Specialty Lending Inc,United States of America,Capital Markets,1583976732,US83012A1097,13.9223023530153,14.5843583880833,14.9206645925861,16.390463562992,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.142857,13.3837489797886
QCRH.OQ,QCR Holdings Inc,United States of America,Banks,1581637786.2,US74727A1043,38.4421684673951,40.3895141140383,44.2691996801404,41.7612399773327,42.3687618132831,29.6857988277961,28.4513064937459,32.3790310676259,24.6709379141744,,,,,,,,,,,,,,,,,0,0.75,0,1.928571,38.5834976026372
FLNG.N,FLEX LNG Ltd,United States of America,"Oil, Gas & Consumable Fuels",1577874607.92,BMG359472021,27.5750473970187,20.6595852347402,22.240395386838,4.00278611286935,2.54552347254691,3.00315707870975,,,,,,,,,,,,,,,,,,,,0,1.142857,1.714286,1.923077,37.0943630002691
TRIP.OQ,Tripadvisor Inc,United States of America,Interactive Media & Services,1576693839.95,US8969452015,17.4980340251371,21.5987406757537,20.6672687165929,19.0258309169879,19.1360831369753,19.5008897284124,10.0976892092555,11.2430831232792,10.4974363315214,7.37876781452974,7.44846282657822,8.99542948596491,4.74571224810994,,,,,,,,,,,,,0,0.333333,0.625,2.5,25.2039333372138
WLFC.OQ,Willis Lease Finance Corp,United States of America,Trading Companies & Distributors,1573424609.94,US9706461053,10.8739858856416,10.9692607186117,9.7541157509909,10.8540119995875,7.09239163168231,5.33009320016905,4.68034405818457,5.15237404551333,,,,,,,,,,,,,,,,,,0,1.5,0,1.692308,8.01189935773482
